#SampleID,Chr,Position,Strand,JR_count,Gene,Comments
T1127,chr2,141167051,+,23,LRP1B,Hot-spot;JR-rand
T1581,chr13,73499529,+,40,"KLF5,KLF12",Hot-spot;JR-rand
T1804,chr11,83741191,-,21,DLG2,Hot-spot;JR-rand
T1804,chr3,189959983,+,52,LEPREL1,Hot-spot;JR-rand
T1804,chr7,85595000,-,29,SEMA3D,Hot-spot;JR-rand
T2019,chr12,65701283,-,31,"MSRB3,HMGA2",Hot-spot;JR-rand
T2019,chr12,65701317,-,44,"MSRB3,HMGA2",Hot-spot;JR-rand
T2019,chr12,65701336,-,30,"MSRB3,HMGA2",Hot-spot;JR-rand
T2060,chr3,60594701,-,38,FHIT,Hot-spot;JR-rand
T2064,chr3,60594617,-,35,FHIT,Hot-spot;JR-rand
T2064,chr3,60594637,-,44,FHIT,Hot-spot;JR-rand
T2064,chr7,84825829,-,35,SEMA3D,Hot-spot;JR-rand
T2075,chr3,60594626,-,46,FHIT,Hot-spot;JR-rand
T2079,chr12,65701347,-,43,"MSRB3,HMGA2",Hot-spot;JR-rand
T2117,chr8,127218387,-,22,POU5F1B,Hot-spot;JR-rand
T2117,chr8,127229303,-,6,POU5F1B,Hot-spot;JR-rand
T2299,chr3,60594446,+,21,FHIT,Hot-spot;JR-rand
T2299,chr3,60594457,-,28,FHIT,Hot-spot;JR-rand
T3023,chr12,65650545,+,46,"MSRB3,HMGA2",Hot-spot;JR-rand
T3023,chr12,65701324,-,32,"MSRB3,HMGA2",Hot-spot;JR-rand
S12,chr12,65650545,-,32,"MSRB3,HMGA2",Hot-spot;JR-rand
S12,chr12,65650580,-,52,"MSRB3,HMGA2",Hot-spot;JR-rand
S12,chr12,65650545,-,6,"MSRB3,HMGA2",Hot-spot;JR-rand
S12,chr12,65650660,-,34,"MSRB3,HMGA2",Hot-spot;JR-rand
S12,chr12,65676562,-,54,"MSRB3,HMGA2",Hot-spot;JR-rand
T3157,chr11,84691598,-,6,DLG2,Hot-spot;JR-rand
T3157,chr12,65850424,-,53,HMGA2,Hot-spot;JR-rand
T3157,chr3,190275272,-,42,"LEPREL1,CLDN1",Hot-spot;JR-rand
T3157,chr7,84441556,-,27,SEMA3A,Hot-spot;JR-rand
T3256,chr3,60594676,-,8,FHIT,Hot-spot;JR-rand
T3538,chr2,141520058,+,27,LRP1B,Hot-spot;JR-rand
T3538,chr2,141520115,+,36,LRP1B,Hot-spot;JR-rand
T3840,chr7,85286439,+,42,SEMA3D,Hot-spot;JR-rand
T4044,chr8,127008825,+,36,"FAM84B,POU5F1B",Hot-spot;JR-rand
T4826,chr2,141519975,+,8,LRP1B,Hot-spot;JR-rand
T4826,chr2,141520012,+,30,LRP1B,Hot-spot;JR-rand
T4826,chr2,141520058,+,13,LRP1B,Hot-spot;JR-rand
T4826,chr2,141520093,+,11,LRP1B,Hot-spot;JR-rand
T4904,chr8,127180650,+,30,POU5F1B,Hot-spot;JR-rand
T4904,chr8,127261585,+,48,POU5F1B,Hot-spot;JR-rand
T4931,chr8,127361100,-,41,POU5F1B,Hot-spot;JR-rand
T5116,chr11,84741526,-,23,DLG2,Hot-spot;JR-rand
T5116,chr3,61231111,-,6,FHIT,Hot-spot;JR-rand
T5350,chr3,60594701,-,21,FHIT,Hot-spot;JR-rand
T5350,chr3,189961291,+,52,LEPREL1,Hot-spot;JR-rand
T5350,chr3,189961325,+,6,LEPREL1,Hot-spot;JR-rand
T6008,chr13,73495857,+,54,"KLF5,KLF12",Hot-spot;JR-rand
T6008,chr13,73499454,+,21,"KLF5,KLF12",Hot-spot;JR-rand
T6259,chr3,60594676,-,18,FHIT,Hot-spot;JR-rand
T6570,chr13,73350893,-,54,"KLF5,KLF12",Hot-spot;JR-rand
T6570,chr13,73658475,-,27,KLF12,Hot-spot;JR-rand
T6709,chr3,60387798,-,5,FHIT,Hot-spot;JR-rand
T6801,chr11,85293729,+,23,DLG2,Hot-spot;JR-rand
T6848,chr13,73295349,+,35,"KLF5,KLF12",Hot-spot;JR-rand
T6848,chr13,73295373,+,29,"KLF5,KLF12",Hot-spot;JR-rand
T6848,chr13,73295434,+,40,"KLF5,KLF12",Hot-spot;JR-rand
T6848,chr13,73398279,+,28,"KLF5,KLF12",Hot-spot;JR-rand
T6887,chr13,73319759,-,45,"KLF5,KLF12",Hot-spot;JR-rand
T6887,chr8,127369650,-,45,POU5F1B,Hot-spot;JR-rand
T8007,chr3,190116147,+,14,LEPREL1,Hot-spot;JR-rand
T8638,chr2,141514847,-,16,LRP1B,Hot-spot;JR-rand
T8638,chr2,141514972,+,38,LRP1B,Hot-spot;JR-rand
T8729,chr13,75165524,-,44,TBC1D4,Hot-spot;JR-rand
T8742,chr8,127212992,-,27,POU5F1B,Hot-spot;JR-rand
T8742,chr8,127213025,-,7,POU5F1B,Hot-spot;JR-rand
T8742,chr8,127213061,-,47,POU5F1B,Hot-spot;JR-rand
T8742,chr8,127213066,-,16,POU5F1B,Hot-spot;JR-rand
T8742,chr8,127213093,-,16,POU5F1B,Hot-spot;JR-rand
T9202,chr8,127259257,+,33,POU5F1B,Hot-spot;JR-rand
T9202,chr8,127263758,+,49,POU5F1B,Hot-spot;JR-rand
T9926,chr7,85320223,-,37,SEMA3D,Hot-spot;JR-rand
T8742,chr8,127369650,+,33,POU5F1B,Hot-spot;JR-rand
T8742,chr8,127361100,-,31,POU5F1B,Hot-spot;JR-rand
T6050,chr13,73656682,+,46,KLF12,Hot-spot;WGS;JR-rand
T6050,chr13,73657301,+,25,KLF12,Hot-spot;WGS;JR-rand
HeLa,chr8,127229287,-,54,POU5F1B,Hot-spot;WGS;JR-rand
HeLa,chr8,127229303,-,33,POU5F1B,Hot-spot;WGS;JR-rand
SiHa,chr13,73513377,-,22,"KLF5,KLF12",Hot-spot;WGS;JR-rand
SiHa,chr13,73513404,-,18,"KLF5,KLF12",Hot-spot;WGS;JR-rand
T4931,chr2,120930605,-,23,GLI2,WGS;JR-rand
T4931,chr2,120930631,-,46,GLI2,WGS;JR-rand
HeLa,chr8,127218387,-,19,POU5F1B,WGS;JR-rand
HeLa,chr8,127218484,-,44,POU5F1B,WGS;JR-rand
HeLa,chr8,127221122,-,26,POU5F1B,WGS;JR-rand
HeLa,chr8,127222010,-,44,POU5F1B,WGS;JR-rand
HeLa,chr8,127229152,-,36,POU5F1B,WGS;JR-rand
HeLa,chr8,127229163,-,49,POU5F1B,WGS;JR-rand
HeLa,chr8,127229189,+,7,POU5F1B,WGS;JR-rand
HeLa,chr8,127229204,+,32,POU5F1B,WGS;JR-rand
SiHa,chr13,73214729,-,54,"KLF5,KLF12",WGS;JR-rand
SiHa,chr13,73214891,-,36,"KLF5,KLF12",WGS;JR-rand
SiHa,chr13,73513311,+,30,"KLF5,KLF12",WGS;JR-rand
SiHa,chr13,73513365,+,37,"KLF5,KLF12",WGS;JR-rand
SiHa,chr13,73513425,-,40,"KLF5,KLF12",WGS;JR-rand
T4931,chr2,120912590,-,14,NAN,WGS;JR-rand
T4931,chr2,120929492,+,15,GLI2,WGS;JR-rand
T4931,chr2,120929515,-,30,GLI2,WGS;JR-rand
T4931,chr2,120929536,+,6,GLI2,WGS;JR-rand
T4931,chr2,120929564,-,42,GLI2,WGS;JR-rand
T4931,chr2,120930631,+,11,GLI2,WGS;JR-rand
T4931,chr2,120930652,+,42,GLI2,WGS;JR-rand
T4931,chr2,120930698,+,10,GLI2,WGS;JR-rand
T4931,chr2,120930761,+,23,GLI2,WGS;JR-rand
T6050,chr12,42092404,-,30,GXYLT1,WGS;JR-rand
T6050,chr12,46556359,-,38,"SLC38A2,SLC38A4",WGS;JR-rand
T6050,chr13,61136563,-,39,PCDH20,WGS;JR-rand
T6050,chr13,73656646,-,15,KLF12,WGS;JR-rand
T6050,chr13,73657319,+,26,KLF12,WGS;JR-rand
T6050,chr13,73657340,+,50,KLF12,WGS;JR-rand
T6050,chr13,73657369,-,24,KLF12,WGS;JR-rand
T6050,chr13,73657414,-,49,KLF12,WGS;JR-rand
T6050,chr13,73657469,-,19,KLF12,WGS;JR-rand
T6050,chr14,76063681,+,41,C14orf179,WGS;JR-rand
T6050,chr14,81233987,+,20,"GTF2A1,STON2",WGS;JR-rand
T6050,chr14,84983693,-,19,none,WGS;JR-rand
T6050,chr17,60390832,-,37,USP32,WGS;JR-rand
T6050,chr19,23746013,-,11,ZNF681,WGS;JR-rand
T6050,chr2,106749524,-,21,"RGPD3,ST6GAL2",WGS;JR-rand
T6050,chr2,109046085,-,54,"EDAR,SH3RF3",WGS;JR-rand
T6050,chr3,33167250,+,54,SUSD5,WGS;JR-rand
T6050,chr3,51912013,-,7,"IQCF1,RRP9",WGS;JR-rand
T6050,chr4,5182708,-,17,STK32B,WGS;JR-rand
T6050,chr4,60006487,+,15,none,WGS;JR-rand
T6050,chr5,40293238,-,48,PTGER4,WGS;JR-rand
T6050,chr5,104734040,+,29,none,WGS;JR-rand
T6050,chr6,68777933,-,46,BAI3,WGS;JR-rand
T6050,chr8,41015706,-,9,"ZMAT4,SFRP1",WGS;JR-rand
T6050,chr8,68718706,+,20,C8orf34,WGS;JR-rand
T6050,chr8,85048679,-,48,"RALYL,LRRCC1",WGS;JR-rand
T6050,chr8,120119743,-,54,"DEPDC6,COL14A1",WGS;JR-rand
T6050,chr9,35722045,+,23,TLN1,WGS;JR-rand
T6050,chr9,90650451,+,25,"DIRAS2,SYK",WGS;JR-rand
T6050,chr9,122672810,-,31,"PTGS1,PDCL",WGS;JR-rand
HeLa,chr8,127218406,+,21,POU5F1B,Others;JR-rand
T3538,chr2,141520041,+,11,LRP1B,Others;JR-rand
