#sv
chr11	76139879	+	chr2	63328429	-	.	0	0	10273828_1	99.0	.	VARTYPE=BND:TRX-hh
#heatmap	linkage_type=pair_end
h=chr11:76138879-76140879	v=chr11:76138879-76140879	resolution=100	axis=0,0
128.0,66.0,28.0,39.0,20.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66.0,258.0,74.0,42.0,39.0,20.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,74.0,233.0,74.0,41.0,34.0,18.0,14.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.0,42.0,74.0,253.0,54.0,42.0,40.0,23.0,11.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,39.0,41.0,54.0,179.0,30.0,15.0,22.0,14.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,20.0,34.0,42.0,30.0,196.0,71.0,31.0,40.0,23.0,18.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3.0,8.0,18.0,40.0,15.0,71.0,214.0,72.0,25.0,50.0,60.0,18.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,14.0,23.0,22.0,31.0,72.0,220.0,65.0,53.0,73.0,22.0,10.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,2.0,11.0,14.0,40.0,25.0,65.0,224.0,61.0,62.0,38.0,21.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,4.0,8.0,23.0,50.0,53.0,61.0,237.0,116.0,30.0,14.0,12.0,8.0,0.0,0.0,2.0,2.0,0.0
0.0,0.0,0.0,1.0,1.0,18.0,60.0,73.0,62.0,116.0,314.0,73.0,31.0,31.0,15.0,6.0,0.0,4.0,2.0,0.0
0.0,0.0,0.0,1.0,2.0,5.0,18.0,22.0,38.0,30.0,73.0,187.0,53.0,33.0,35.0,22.0,8.0,7.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,6.0,10.0,21.0,14.0,31.0,53.0,125.0,39.0,18.0,19.0,15.0,11.0,6.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,5.0,12.0,31.0,33.0,39.0,149.0,38.0,27.0,40.0,15.0,9.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,8.0,15.0,35.0,18.0,38.0,130.0,35.0,38.0,20.0,12.0,5.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,22.0,19.0,27.0,35.0,129.0,46.0,25.0,26.0,16.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,40.0,38.0,46.0,178.0,65.0,49.0,37.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,7.0,11.0,15.0,20.0,25.0,65.0,178.0,72.0,42.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,6.0,9.0,12.0,26.0,49.0,72.0,173.0,58.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,37.0,42.0,58.0,180.0
h=chr11:76138879-76140879	v=chr2:63327429-63329429	resolution=100	axis=1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,6.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,6.0,15.0,15.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,4.0,14.0,21.0,15.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
